,Country,Barley and products,Bovine Meat,Eggs,"Fish, Seafood",Maize and products,Milk - Excluding Butter,Mutton & Goat Meat,Pigmeat,Poultry Meat,"Pulses, Other and products",Rice (Milled Equivalent),Rye and products,Starchy Roots,Wheat and products,Code,Continent,Crop as Prop total,Pasture as prop total area
103,Montenegro,1.6666666666666667,4.333333333333333,3.6666666666666665,2.0,8.0,183.33333333333334,1.3333333333333333,3.0,3.6666666666666665,0.0,0.0,0.6666666666666666,154.0,2.0,MNE,Eurpoe,0.2834626317792259,0.18488052942453223
104,Morocco,2080.6666666666665,219.0,271.6666666666667,1126.0,143.0,2439.6666666666665,161.0,1.0,673.3333333333334,272.3333333333333,27.666666666666668,2.3333333333333335,1792.3333333333333,5610.0,MAR,Africa,0.20141022861535302,0.3144496284956466
105,Mozambique,0.0,23.666666666666668,42.333333333333336,190.0,1662.3333333333333,78.33333333333333,22.333333333333332,120.0,27.666666666666668,286.3333333333333,171.0,0.0,11138.666666666666,20.333333333333332,MOZ,Africa,0.053042701227347694,0.5068086301333196
106,Myanmar,0.0,258.6666666666667,419.3333333333333,4145.0,1561.6666666666667,1672.6666666666667,48.0,620.0,1193.3333333333333,1489.0,19089.0,0.0,1306.3333333333333,182.33333333333334,MMR,Asia,0.15090059874640183,0.009198321810073885
107,Namibia,0.0,34.0,4.333333333333333,414.0,60.666666666666664,117.66666666666667,18.0,5.0,11.333333333333334,19.333333333333332,0.0,0.0,355.6666666666667,15.333333333333334,NAM,Africa,0.00984520197693888,0.44925804497427724
108,Nepal,33.0,223.33333333333334,40.333333333333336,52.0,2082.0,1709.0,57.0,18.333333333333332,40.0,270.3333333333333,3121.0,0.0,2750.3333333333335,1773.0,NPL,Asia,0.16154753621218101,0.08704768497471532
109,Netherlands,206.33333333333334,378.3333333333333,689.0,398.3333333333333,193.33333333333334,12053.666666666666,14.666666666666666,1328.6666666666667,960.0,2.0,0.0,7.333333333333333,6892.0,1270.6666666666667,NLD,Eurpoe,0.19344508919217837,0.22140844902149928
110,New Caledonia,0.0,3.0,2.0,5.0,3.6666666666666665,0.0,0.0,2.6666666666666665,1.0,0.0,0.0,0.0,13.0,0.0,NCL,Australia,0.0,0.0
111,New Zealand,407.6666666666667,617.6666666666666,56.0,541.6666666666666,207.66666666666666,18645.666666666668,466.0,49.0,167.33333333333334,3.6666666666666665,0.0,0.0,562.3333333333334,440.0,NZL,Australia,0.018659788539987524,0.3494503131903672
112,Nicaragua,0.0,121.66666666666667,28.333333333333332,49.0,505.0,871.6666666666666,0.0,8.0,103.33333333333333,0.0,269.0,0.0,378.6666666666667,0.0,NIC,North America,0.17354663374372095,0.37756984060515225
113,Niger,0.0,148.33333333333334,8.333333333333334,48.333333333333336,7.0,1006.6666666666666,71.33333333333333,1.3333333333333333,17.0,1536.3333333333333,7.0,0.0,255.33333333333334,5.333333333333333,NER,Africa,0.11411384244265746,0.16392390964933387
114,Nigeria,0.0,392.3333333333333,642.0,857.0,9663.333333333334,566.3333333333334,468.3333333333333,248.66666666666666,296.6666666666667,2597.0,3135.0,0.0,100411.66666666667,115.0,NGA,Africa,0.389752249632324,0.19442879969078453
115,North Macedonia,115.33333333333333,5.0,13.0,2.0,127.66666666666667,416.3333333333333,5.666666666666667,9.333333333333334,2.0,13.0,17.666666666666668,8.0,185.0,243.33333333333334,MKD,Europe,0.0,0.0
116,Norway,527.6666666666666,81.33333333333333,62.333333333333336,3407.0,0.0,1584.0,23.666666666666668,130.33333333333334,93.33333333333333,0.0,0.0,11.333333333333334,306.3333333333333,257.6666666666667,NOR,Eurpoe,0.011203495901533569,0.0016986109095686952
117,Oman,3.0,17.0,11.666666666666666,159.0,0.0,183.0,36.666666666666664,0.0,6.0,0.0,0.0,0.0,9.0,2.0,OMN,Asia,0.002428915311703496,0.0313825092879451
118,Pakistan,68.0,1591.3333333333333,633.3333333333334,595.0,4361.666666666667,37820.333333333336,451.0,0.0,841.0,664.3333333333334,6136.666666666667,0.0,4055.6666666666665,24306.0,PAK,Asia,0.29405731973816734,0.08568401884998178
119,Panama,0.0,87.66666666666667,25.333333333333332,176.0,109.0,201.33333333333334,0.0,33.333333333333336,142.33333333333334,4.666666666666667,179.33333333333334,0.0,75.0,0.0,PAN,North America,0.08821096159160646,0.18890189331628215
120,Paraguay,0.0,363.6666666666667,131.0,22.0,3515.3333333333335,515.0,4.0,169.33333333333334,41.0,15.333333333333334,316.0,0.0,2362.3333333333335,1485.0,PRY,South America,0.07142014566082508,0.49417365661459134
121,Peru,213.33333333333334,184.0,327.3333333333333,8339.0,1620.0,1808.0,41.666666666666664,122.0,1153.0,118.66666666666667,1938.6666666666667,0.0,6107.0,223.33333333333334,PER,South America,0.03331796287203584,0.13073951258046326
122,Philippines,0.0,297.6666666666667,457.0,3129.0,7251.666666666667,18.0,55.0,1658.6666666666667,1016.0,35.0,11818.333333333334,0.0,3045.6666666666665,0.0,PHL,Asia,0.26347103885379836,0.003461233668824267
123,Poland,3480.0,386.6666666666667,555.0,235.66666666666666,3476.0,12618.0,1.0,1843.3333333333333,1504.0,327.0,0.0,2949.3333333333335,8193.0,9144.0,POL,Eurpoe,0.46313825528614877,0.13148708557131542
124,Portugal,25.666666666666668,91.0,123.33333333333333,212.0,863.0,1949.3333333333333,19.333333333333332,364.0,282.6666666666667,19.0,122.66666666666667,17.0,463.3333333333333,67.33333333333333,PRT,Eurpoe,0.2536793415104837,0.11253633844519792
125,Republic of Korea,65.33333333333333,309.3333333333333,635.3333333333334,2113.6666666666665,79.0,2035.0,1.3333333333333333,1044.3333333333333,690.3333333333334,7.666666666666667,3702.3333333333335,0.0,961.6666666666666,33.333333333333336,KOR,Asia,0.15956717477131102,0.004780378004950793
126,Republic of Moldova,177.0,9.333333333333334,37.0,9.0,1153.0,537.3333333333334,2.0,63.0,41.333333333333336,2.0,0.0,1.0,257.3333333333333,766.3333333333334,MDA,Eurpoe,0.0,0.0
127,Romania,1286.0,117.33333333333333,318.3333333333333,12.0,9658.666666666666,5052.333333333333,74.33333333333333,431.0,334.0,1.0,38.0,24.333333333333332,3277.3333333333335,6575.333333333333,ROU,Eurpoe,0.413904438445655,0.19610944878845588
128,Russian Federation,15426.333333333334,1633.3333333333333,2329.0,4440.666666666667,8936.666666666666,31304.333333333332,189.66666666666666,2601.0,3217.0,677.3333333333334,676.6666666666666,2821.0,30804.333333333332,48683.666666666664,RUS,Eurpoe,0.07329627976458351,0.044814103487337414
129,Rwanda,0.0,29.0,3.0,17.0,589.0,219.0,22.0,8.0,14.666666666666666,0.0,57.666666666666664,0.0,6158.666666666667,79.0,RWA,Africa,0.27455127514602695,0.15938273093133218
130,Saint Kitts and Nevis,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,KNA,North America,0.0,0.0
131,Saint Lucia,0.0,0.0,1.0,2.0,0.0,1.0,0.0,2.3333333333333335,1.6666666666666667,0.0,0.0,0.0,5.0,0.0,LCA,North America,0.0,0.0
132,Saint Vincent and the Grenadines,0.0,0.0,1.0,42.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,0.0,VCT,North America,0.0,0.0
133,Samoa,0.0,1.0,0.0,10.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,26.0,0.0,WSM,Australia,0.0,0.0
134,Sao Tome and Principe,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.666666666666666,0.0,STP,Africa,0.0,0.0
135,Saudi Arabia,13.666666666666666,49.666666666666664,225.0,88.66666666666667,93.33333333333333,1965.3333333333333,130.0,0.0,496.0,13.333333333333334,0.0,0.0,416.6666666666667,899.3333333333334,SAU,Asia,0.009948619363498272,0.006615232335161534
136,Senegal,0.0,74.0,26.0,452.6666666666667,196.0,203.0,42.333333333333336,12.0,59.333333333333336,41.333333333333336,291.6666666666667,0.0,215.0,0.0,SEN,Africa,0.11719025213144629,0.2857923499275314
137,Serbia,306.3333333333333,76.0,79.66666666666667,12.0,5292.333333333333,1545.6666666666667,28.0,289.0,97.0,42.333333333333336,0.0,12.0,745.6666666666666,2388.3333333333335,SRB,Eurpoe,0.3966483599683194,0.19206082274055566
138,Sierra Leone,0.0,10.666666666666666,12.0,202.66666666666666,43.666666666666664,29.666666666666668,4.0,2.6666666666666665,15.333333333333334,73.66666666666667,783.6666666666666,0.0,3840.6666666666665,0.0,SLE,Africa,0.07803374358728618,0.0269883527454917
139,Slovakia,480.3333333333333,12.666666666666666,80.33333333333333,3.0,1245.6666666666667,955.3333333333334,1.0,73.33333333333333,64.0,2.6666666666666665,0.0,58.666666666666664,182.33333333333334,1530.0,SVK,Eurpoe,0.28307750073465743,0.1652824387455628
140,Slovenia,77.66666666666667,33.666666666666664,20.666666666666668,2.0,284.3333333333333,607.6666666666666,2.0,35.0,58.0,0.3333333333333333,0.0,3.6666666666666665,99.0,160.0,SVN,Eurpoe,0.10371761199694031,0.14720135021444797
141,Solomon Islands,0.0,1.0,1.0,35.0,0.0,1.0,0.0,2.0,0.0,6.0,2.6666666666666665,0.0,185.66666666666666,0.0,SLB,Australia,0.0,0.0
142,South Africa,292.6666666666667,875.3333333333334,520.0,553.6666666666666,11430.666666666666,3294.6666666666665,185.66666666666666,210.0,1555.6666666666667,22.666666666666668,2.3333333333333335,2.0,2265.3333333333335,1930.0,ZAF,Africa,0.12267730687894658,0.5906031244279052
143,Spain,8082.666666666667,592.0,761.0,1243.6666666666667,4450.0,7406.666666666667,133.66666666666666,3455.3333333333335,1350.6666666666667,190.33333333333334,601.3333333333334,336.0,2297.0,6604.0,ESP,Eurpoe,0.36002200230544334,0.1313665517905044
144,Sri Lanka,0.0,28.333333333333332,82.33333333333333,435.0,183.0,283.6666666666667,1.6666666666666667,2.0,104.33333333333333,13.0,2748.3333333333335,0.0,413.3333333333333,0.0,LKA,Asia,0.28101928176867247,0.05740779527825972
145,Sudan,0.0,404.5,39.5,36.0,47.0,5641.5,374.5,0.0,45.5,322.0,16.5,0.0,754.0,294.5,SDN,Africa,0.09159152153479537,0.5452117174067502
146,Sudan (former),0.0,345.0,38.0,73.0,42.0,7494.0,480.0,0.0,40.0,304.0,17.0,0.0,706.0,292.0,SDN,Africa,0.09159152153479537,0.5452117174067502
147,Suriname,0.0,2.0,2.3333333333333335,34.0,0.0,6.333333333333333,0.0,2.0,10.0,0.0,160.33333333333334,0.0,6.333333333333333,0.0,SUR,South America,0.0033447580283139117,0.001208050020921774
148,Sweden,1683.6666666666667,125.33333333333333,122.33333333333333,184.0,0.0,2900.3333333333335,5.0,241.33333333333334,116.0,0.0,0.0,136.33333333333334,831.0,2137.0,SWE,Eurpoe,0.049979964033001215,0.004983473279468307
149,Switzerland,177.33333333333334,143.66666666666666,47.0,3.0,140.66666666666666,4096.0,5.666666666666667,242.33333333333334,76.33333333333333,1.0,0.0,11.0,440.6666666666667,516.3333333333334,CHE,Eurpoe,0.10266442373415936,0.26084528588263745
150,Tajikistan,100.0,31.666666666666668,16.333333333333332,1.0,168.33333333333334,767.3333333333334,43.0,2.6666666666666665,3.6666666666666665,44.666666666666664,52.666666666666664,0.3333333333333333,990.0,829.0,TJK,Asia,0.07153380693016136,0.223967767428383
151,Thailand,88.0,204.0,1037.6666666666667,2927.0,4994.666666666667,1033.0,2.0,885.6666666666666,1404.6666666666667,110.33333333333333,24381.333333333332,0.0,27799.0,1.3333333333333333,THA,Asia,0.3229811767441534,0.004546700599375233
152,Timor-Leste,0.0,2.0,1.0,3.0,71.33333333333333,1.0,1.0,10.666666666666666,1.0,0.0,67.66666666666667,0.0,63.666666666666664,0.0,TLS,Asia,0.0,0.0
153,Togo,0.0,9.666666666666666,9.666666666666666,24.0,723.3333333333334,13.0,10.333333333333334,9.666666666666666,31.0,7.666666666666667,82.0,0.0,1736.0,0.0,TGO,Africa,0.40612772743625813,0.14484377183172195
154,Trinidad and Tobago,0.0,1.0,4.0,13.0,3.6666666666666665,5.0,0.0,3.0,65.66666666666667,1.6666666666666667,1.6666666666666667,0.0,11.0,0.0,TTO,North America,0.23216801932101755,0.020538428054459455
155,Tunisia,564.6666666666666,56.0,96.66666666666667,117.33333333333333,0.0,1144.3333333333333,58.333333333333336,0.0,180.66666666666666,108.66666666666667,0.0,0.0,364.0,1368.0,TUN,Africa,0.14255957003471853,0.1541711699088063
156,Turkey,7533.333333333333,772.6666666666666,924.3333333333334,651.6666666666666,4900.0,16893.666666666668,322.0,0.0,1711.6666666666667,1058.6666666666667,595.6666666666666,367.0,4453.0,21333.333333333332,TUR,Asia,0.27586152511751066,0.1798083017782912
157,Turkmenistan,73.33333333333333,140.33333333333334,50.666666666666664,15.0,15.666666666666666,2116.6666666666665,140.0,0.0,20.0,0.0,65.66666666666667,0.0,248.33333333333334,1266.6666666666667,TKM,Asia,0.038286854283679776,0.5255967197438619
158,Uganda,0.0,192.0,46.0,514.6666666666666,2677.6666666666665,1460.6666666666667,45.333333333333336,121.0,62.333333333333336,29.666666666666668,146.33333333333334,0.0,4832.333333333333,21.0,UGA,Africa,0.3387325348069443,0.14186302788973257
159,Ukraine,7865.333333333333,405.3333333333333,1113.0,202.0,24916.333333333332,11317.333333333334,19.666666666666668,717.6666666666666,1082.0,83.0,105.66666666666667,631.3333333333334,23252.333333333332,20122.0,UKR,Eurpoe,0.5635106255173573,0.1285957446853457
160,United Arab Emirates,0.0,15.666666666666666,29.333333333333332,76.0,3.6666666666666665,146.0,46.666666666666664,0.0,45.0,0.0,0.0,0.0,10.0,0.0,ARE,Asia,0.018857687755329307,0.03244517285967572
161,United Kingdom,6036.0,889.3333333333334,672.3333333333334,830.3333333333334,0.0,13876.0,288.3333333333333,821.3333333333334,1610.0,381.3333333333333,0.0,35.0,5516.0,13479.666666666666,GBR,Eurpoe,0.25515529344487053,0.31876116014979966
162,United Republic of Tanzania,9.666666666666666,284.3333333333333,34.666666666666664,372.0,4933.666666666667,1947.3333333333333,59.666666666666664,14.0,90.0,637.0,1388.3333333333333,0.0,9839.666666666666,108.66666666666667,TZA,Africa,0.05401691807095112,0.4225426719270759
163,United States of America,4290.333333333333,11817.0,5601.666666666667,5579.0,313818.0,90422.0,72.0,10470.0,19891.0,388.0,5792.333333333333,177.33333333333334,21249.333333333332,58021.0,USA,North America,0.18248995931386125,0.2276660883123111
164,Uruguay,249.0,496.0,53.666666666666664,74.66666666666667,502.3333333333333,2259.0,43.666666666666664,17.0,95.66666666666667,1.0,984.3333333333334,0.0,171.66666666666666,1510.3333333333333,URY,South America,0.08153097438934627,0.7605292387534219
165,Uzbekistan,138.33333333333334,779.3333333333334,222.33333333333334,11.0,314.6666666666667,7321.333333333333,117.66666666666667,24.666666666666668,31.333333333333332,47.0,174.66666666666666,6.333333333333333,2041.3333333333333,6660.333333333333,UZB,Asia,0.11701263331095574,0.4473915014521122
166,Vanuatu,0.0,3.0,1.0,58.666666666666664,1.0,3.6666666666666665,0.0,3.6666666666666665,1.0,0.0,0.0,0.0,51.333333333333336,0.0,VUT,Australia,0.0,0.0
167,Venezuela (Bolivarian Republic of),0.0,522.3333333333334,229.33333333333334,230.66666666666666,1764.3333333333333,2237.6666666666665,10.0,207.33333333333334,1021.0,1.0,558.3333333333334,0.0,1446.3333333333333,0.0,VEN,South America,0.037440524463534894,0.2086799598059076
168,Viet Nam,0.0,385.3333333333333,362.6666666666667,5330.0,4943.333333333333,426.0,8.0,3159.0,619.3333333333334,130.66666666666666,28925.333333333332,0.0,11524.333333333334,0.0,VNM,Asia,0.2095578523569719,0.013636097298542437
169,Yemen,33.0,111.33333333333333,64.0,157.0,73.66666666666667,353.0,100.0,0.0,151.66666666666666,87.0,0.0,0.0,280.6666666666667,238.0,YEM,Asia,0.027678173866075722,0.29410343810278616
170,Zambia,8.333333333333334,68.0,54.666666666666664,80.0,2802.0,89.0,10.0,23.333333333333332,44.333333333333336,31.333333333333332,31.0,0.0,1268.0,255.0,ZMB,Africa,0.06993391469642497,0.38605023432015917
171,Zimbabwe,61.666666666666664,103.0,30.0,18.0,1073.0,406.6666666666667,13.666666666666666,31.666666666666668,63.666666666666664,5.0,0.0,0.0,286.0,22.666666666666668,ZWE,Africa,0.08617206286633049,0.4236265300833811
