,PerCapita_GDP_2015,agri_gdp_percentage(AVG from 2011 to 2013),AVG GDP 2011-2013 Constant 2010,Cons_kg.yr Cereals - Excluding Beer,Cons_kg.yr Eggs,"Cons_kg.yr Fish, Seafood",Cons_kg.yr Meat,Cons_kg.yr Milk - Excluding Butter,Cons_kg.yr Nuts_and_Seeds,Cons_kg.yr Pulses,Cons_kg.yr Starchy Roots,"Fish, Seafood",Bovine_Sheep_Pigmeat_Poultry,Milk_Egg,Cereals,Primary_Religion,Travel_time_to_cities,Soil_suit_overall,Soil_suit_cereals,eggs,dairy,meat_fish,nuts_pulses,grains_tubers,animal_source_foods,Travel_time_to_cities_group,Soil_suit_overall_group,Soil_suit_cereals_group,Cons_kg.yr Cereals - Excluding Beer_group,Cons_kg.yr Eggs_group,"Cons_kg.yr Fish, Seafood_group",Cons_kg.yr Meat_group,Cons_kg.yr Milk - Excluding Butter_group,Cons_kg.yr Nuts_and_Seeds_group,Cons_kg.yr Pulses_group,Cons_kg.yr Starchy Roots_group,"Fish, Seafood_group",Bovine_Sheep_Pigmeat_Poultry_group,Milk_Egg_group,Cereals_group,PerCapita_GDP_2015_group,agri_gdp_percentage(AVG from 2011 to 2013)_group,AVG GDP 2011-2013 Constant 2010_group,eggs_group,dairy_group,meat_fish_group,nuts_pulses_group,grains_tubers_group,animal_source_foods_group
493,10197.8,18.8529122,12387551842.0,147.75,9.564,5.466,59.352,296.534,25.22,5.17,39.912,7.0,148.0,1156.0,908.6666666666667,1,31.742729999999998,4.606756,5.230778,0.25,1.125,0.0,0.125,0.875,1.375,4,3,3,4,1,1,2,10,1,1,2,1,2,12,8,11,4,10043,2,3,1,1,2,3
495,12134.56,18.8529122,12387551842.0,147.75,9.564,5.466,59.352,296.534,25.22,5.17,39.912,7.0,148.0,1156.0,908.6666666666667,1,9.9903,3.520031,5.8461669999999994,0.234848484848485,0.5703463203463199,0.356060606060606,0.29545454545454497,0.87987012987013,1.1612554112554099,1,2,3,4,1,1,2,10,1,1,2,1,2,12,8,13,4,10043,1,2,1,2,2,3
498,3122.3070000000002,18.8529122,12387551842.0,147.75,9.564,5.466,59.352,296.534,25.22,5.17,39.912,7.0,148.0,1156.0,908.6666666666667,1,58.74273,0.0,3.615389,0.25,0.75,0.25,0.5,0.75,1.25,6,1,2,4,1,1,2,10,1,1,2,1,2,12,8,4,4,10043,2,2,1,3,2,3
507,764.9478,15.95246186,5257351060.0,167.62599999999998,4.4639999999999995,2.206,35.726,205.32,2.066,3.602,98.69200000000001,0.0,171.33333333333331,1405.666666666667,2861.0,1,37.61039,4.328027,4.962804,0.29065205627705604,0.222321428571429,0.295054945054945,0.18415750915750898,0.9138392857142859,0.80802842990343,4,3,3,5,1,1,2,7,1,1,4,1,2,15,27,1,3,2913,2,1,1,1,2,2
508,593407.2,15.95246186,5257351060.0,167.62599999999998,4.4639999999999995,2.206,35.726,205.32,2.066,3.602,98.69200000000001,0.0,171.33333333333331,1405.666666666667,2861.0,1,7.48545,6.413736,6.792008999999999,0.33357142857142896,0.457207792207792,0.24961038961039003,0.1175,0.887142857142857,1.04038961038961,1,4,4,5,1,1,2,7,1,1,4,1,2,15,27,594,3,2913,2,1,1,1,2,3
509,932.4961,15.95246186,5257351060.0,167.62599999999998,4.4639999999999995,2.206,35.726,205.32,2.066,3.602,98.69200000000001,0.0,171.33333333333331,1405.666666666667,2861.0,1,2.753701,6.8229690000000005,7.633613,0.267346787199728,0.391926619132502,0.328211739241151,0.17230392156862698,0.9690996095407879,0.987485145573383,1,4,4,5,1,1,2,7,1,1,4,1,2,15,27,1,3,2913,2,1,1,1,2,2
512,11730.23,18.8529122,12387551842.0,147.75,9.564,5.466,59.352,296.534,25.22,5.17,39.912,7.0,148.0,1156.0,908.6666666666667,1,47.76582,5.781962,5.6153889999999995,0.10526315789473699,0.526315789473684,0.47368421052631604,0.157894736842105,1.10526315789474,1.10526315789474,5,3,3,4,1,1,2,10,1,1,2,1,2,12,8,12,4,10043,1,2,1,1,3,3
514,2584.346,18.8529122,12387551842.0,147.75,9.564,5.466,59.352,296.534,25.22,5.17,39.912,7.0,148.0,1156.0,908.6666666666667,1,19.76211,4.7233480000000005,5.230778,0.0,0.4,0.0,0.2,0.8,0.4,2,3,3,4,1,1,2,10,1,1,2,1,2,12,8,3,4,10043,1,1,1,1,2,1
515,15803.16,18.8529122,12387551842.0,147.75,9.564,5.466,59.352,296.534,25.22,5.17,39.912,7.0,148.0,1156.0,908.6666666666667,1,42.51907,5.215801,6.230778,0.0,0.6,0.2,0.2,0.6,0.8,5,3,4,4,1,1,2,10,1,1,2,1,2,12,8,16,4,10043,1,2,1,1,2,2
516,4872816.0,18.8529122,12387551842.0,147.75,9.564,5.466,59.352,296.534,25.22,5.17,39.912,7.0,148.0,1156.0,908.6666666666667,1,35.47104,5.4239,7.230778,0.307692307692308,0.384615384615385,0.307692307692308,0.23076923076923103,1.07692307692308,0.999999999999999,4,3,4,4,1,1,2,10,1,1,2,1,2,12,8,4873,4,10043,2,1,1,1,3,2
517,41312.95,18.8529122,12387551842.0,147.75,9.564,5.466,59.352,296.534,25.22,5.17,39.912,7.0,148.0,1156.0,908.6666666666667,1,30.48071,5.9589099999999995,7.8461669999999994,0.166666666666667,0.33333333333333304,0.0555555555555556,0.0555555555555555,0.833333333333333,0.555555555555555,4,3,4,4,1,1,2,10,1,1,2,1,2,12,8,42,4,10043,1,1,1,1,2,2
519,140121.7,18.8529122,12387551842.0,147.75,9.564,5.466,59.352,296.534,25.22,5.17,39.912,7.0,148.0,1156.0,908.6666666666667,1,40.73303,0.0,3.0,0.0,0.0,0.2,0.2,0.8,0.2,5,1,2,4,1,1,2,10,1,1,2,1,2,12,8,141,4,10043,1,1,1,1,2,1
531,2982.1609999999996,17.58602478,46145178247.0,182.998,4.86,0.634,32.194,133.73,1.236,0.036000000000000004,51.618,11.0,953.0,7543.666666666666,9382.666666666666,1,0.2535575,3.068093,4.848209,0.0,0.666666666666667,0.0,0.33333333333333304,1.0,0.5,1,2,3,5,1,1,1,5,1,1,2,1,10,76,93,3,4,43801,1,2,1,2,3,2
533,5155.234,17.58602478,46145178247.0,182.998,4.86,0.634,32.194,133.73,1.236,0.036000000000000004,51.618,11.0,953.0,7543.666666666666,9382.666666666666,1,17.53102,5.524763,6.045873,0.127635423400129,0.290578637049225,0.226175706646295,0.174082309847016,0.8846456680574329,0.644389767095649,2,3,4,5,1,1,1,5,1,1,2,1,10,76,93,6,4,43801,1,1,1,1,2,2
534,716.5258,15.95246186,5257351060.0,167.62599999999998,4.4639999999999995,2.206,35.726,205.32,2.066,3.602,98.69200000000001,0.0,171.33333333333331,1405.666666666667,2861.0,1,28.57355,6.480397,7.633638,0.197427924386129,0.506133576319335,0.243683662398832,0.217036280426374,0.9253238302232109,0.947245163104298,3,4,4,5,1,1,2,7,1,1,4,1,2,15,27,1,3,2913,1,2,1,1,2,2
537,715.0729,15.95246186,5257351060.0,167.62599999999998,4.4639999999999995,2.206,35.726,205.32,2.066,3.602,98.69200000000001,0.0,171.33333333333331,1405.666666666667,2861.0,1,4.499882,6.316508,6.792008999999999,0.152691197936664,0.28495398159263696,0.254842926006128,0.081412136861685,0.917064290356765,0.69248810553543,1,4,4,5,1,1,2,7,1,1,4,1,2,15,27,1,3,2913,1,1,1,1,2,2
538,35124.67,15.95246186,5257351060.0,167.62599999999998,4.4639999999999995,2.206,35.726,205.32,2.066,3.602,98.69200000000001,0.0,171.33333333333331,1405.666666666667,2861.0,1,3.792365,5.705095,5.804486,0.24408999497234804,0.554015657545069,0.184672364672365,0.11546601546601501,0.9233733749910219,0.9827780171897841,1,3,3,5,1,1,2,7,1,1,4,1,2,15,27,36,3,2913,1,2,1,1,2,2
539,13347.6,18.8529122,12387551842.0,147.75,9.564,5.466,59.352,296.534,25.22,5.17,39.912,7.0,148.0,1156.0,908.6666666666667,1,45.94705,5.473023,5.633473,0.0,2.0,0.0,0.0,2.0,2.0,5,3,3,4,1,1,2,10,1,1,2,1,2,12,8,14,4,10043,1,5,1,1,4,5
541,8227.449,18.8529122,12387551842.0,147.75,9.564,5.466,59.352,296.534,25.22,5.17,39.912,7.0,148.0,1156.0,908.6666666666667,1,14.742939999999999,6.281338,6.8461669999999994,0.1875,0.5,0.125,0.25,0.5625,0.8125,2,4,4,4,1,1,2,10,1,1,2,1,2,12,8,9,4,10043,1,2,1,2,2,2
544,29435.41,18.8529122,12387551842.0,147.75,9.564,5.466,59.352,296.534,25.22,5.17,39.912,7.0,148.0,1156.0,908.6666666666667,1,45.47101,6.175612999999999,5.6153889999999995,0.33333333333333304,0.666666666666665,0.583333333333333,0.166666666666666,0.999999999999999,1.58333333333334,5,4,3,4,1,1,2,10,1,1,2,1,2,12,8,30,4,10043,2,2,2,1,2,4
553,47.73495,18.17372242,10275232762.0,137.78,11.675999999999998,3.404,42.818000000000005,194.416,3.2,0.002,47.931999999999995,11.0,76.66666666666666,660.6666666666666,1081.0,0,131.9234,0.1358689,3.9811870000000003,0.105882352941176,0.28319327731092403,0.15668449197860998,0.11260504201680699,0.597478991596639,0.54576012223071,14,1,2,4,1,1,2,7,1,1,2,1,1,7,10,1,4,7931,1,1,1,1,2,2
558,28733.86,17.58602478,46145178247.0,182.998,4.86,0.634,32.194,133.73,1.236,0.036000000000000004,51.618,11.0,953.0,7543.666666666666,9382.666666666666,1,4.836613,5.227233999999999,5.914265,0.0,0.0,0.33333333333333304,0.0,0.0,0.33333333333333304,1,3,3,5,1,1,1,5,1,1,2,1,10,76,93,29,4,43801,1,1,1,1,1,1
559,1726.6670000000001,15.95246186,5257351060.0,167.62599999999998,4.4639999999999995,2.206,35.726,205.32,2.066,3.602,98.69200000000001,0.0,171.33333333333331,1405.666666666667,2861.0,1,0.7607735999999999,5.843417,7.633717,0.158365318462068,0.306475321848774,0.234335111268161,0.0773507089315914,0.800019367887015,0.6991757515790021,1,3,4,5,1,1,2,7,1,1,4,1,2,15,27,2,3,2913,1,1,1,1,2,2
561,9870.471,18.8529122,12387551842.0,147.75,9.564,5.466,59.352,296.534,25.22,5.17,39.912,7.0,148.0,1156.0,908.6666666666667,1,9.019164,7.1522380000000005,5.8461669999999994,0.222222222222222,0.8888888888888891,0.222222222222222,0.222222222222222,0.888888888888888,1.33333333333333,1,4,3,4,1,1,2,10,1,1,2,1,2,12,8,10,4,10043,1,2,1,1,2,3
562,7306.16,18.8529122,12387551842.0,147.75,9.564,5.466,59.352,296.534,25.22,5.17,39.912,7.0,148.0,1156.0,908.6666666666667,1,27.25708,6.233032,7.461555000000001,0.190476190476191,0.47619047619047605,0.0952380952380952,0.190476190476191,0.857142857142857,0.7619047619047621,3,4,4,4,1,1,2,10,1,1,2,1,2,12,8,8,4,10043,1,1,1,1,2,2
563,18034.72,18.8529122,12387551842.0,147.75,9.564,5.466,59.352,296.534,25.22,5.17,39.912,7.0,148.0,1156.0,908.6666666666667,1,33.58703,4.968179,5.8461669999999994,0.190476190476191,0.49206349206349204,0.47619047619047605,0.24603174603174602,0.8888888888888891,1.15873015873016,4,3,3,4,1,1,2,10,1,1,2,1,2,12,8,19,4,10043,1,1,1,1,2,3
564,1559.442,18.8529122,12387551842.0,147.75,9.564,5.466,59.352,296.534,25.22,5.17,39.912,7.0,148.0,1156.0,908.6666666666667,1,45.17575,6.561331,6.8461669999999994,0.115384615384615,1.0,0.115384615384615,0.34615384615384603,0.8076923076923079,1.23076923076923,5,4,4,4,1,1,2,10,1,1,2,1,2,12,8,2,4,10043,1,3,1,2,2,3
569,4696.397,18.8529122,12387551842.0,147.75,9.564,5.466,59.352,296.534,25.22,5.17,39.912,7.0,148.0,1156.0,908.6666666666667,1,24.74285,0.9996495999999999,3.615389,0.214285714285714,0.42857142857142894,0.0714285714285715,0.428571428571428,0.6428571428571429,0.7142857142857142,3,1,2,4,1,1,2,10,1,1,2,1,2,12,8,5,4,10043,1,1,1,2,2,2
570,122323.4,18.17372242,10275232762.0,137.78,11.675999999999998,3.404,42.818000000000005,194.416,3.2,0.002,47.931999999999995,11.0,76.66666666666666,660.6666666666666,1081.0,0,6.7567759999999994,6.969053999999999,8.943562,0.178422363220304,0.392886219573632,0.251685917839185,0.16836728119161498,0.828710952418774,0.8142747547422751,1,4,5,4,1,1,2,7,1,1,2,1,1,7,10,123,4,7931,1,1,1,1,2,2
573,16680442.0,18.17372242,10275232762.0,137.78,11.675999999999998,3.404,42.818000000000005,194.416,3.2,0.002,47.931999999999995,11.0,76.66666666666666,660.6666666666666,1081.0,0,32.798590000000004,4.641723000000001,4.981187,0.15625,0.576286764705882,0.403492647058824,0.09375,1.0202205882352902,1.1360294117647098,4,3,3,4,1,1,2,7,1,1,2,1,1,7,10,16681,4,7931,1,2,1,1,3,3
582,1641.951,17.58602478,46145178247.0,182.998,4.86,0.634,32.194,133.73,1.236,0.036000000000000004,51.618,11.0,953.0,7543.666666666666,9382.666666666666,1,0.0,5.297732,5.914265,0.0,0.214285714285714,0.0,0.0,0.428571428571428,0.214285714285714,1,3,3,5,1,1,1,5,1,1,2,1,10,76,93,2,4,43801,1,1,1,1,1,1
583,3852.9309999999996,17.58602478,46145178247.0,182.998,4.86,0.634,32.194,133.73,1.236,0.036000000000000004,51.618,11.0,953.0,7543.666666666666,9382.666666666666,1,9.251247,6.293936,7.78218,0.292982456140351,0.48008255933952504,0.25929824561403503,0.159649122807018,1.03197110423117,1.03236326109391,1,4,4,5,1,1,1,5,1,1,2,1,10,76,93,4,4,43801,2,1,1,1,3,3
584,13939.54,17.58602478,46145178247.0,182.998,4.86,0.634,32.194,133.73,1.236,0.036000000000000004,51.618,11.0,953.0,7543.666666666666,9382.666666666666,1,14.25855,6.304215,6.832777,0.166666666666667,0.166666666666667,0.33333333333333304,0.0,0.5,0.666666666666667,2,4,4,5,1,1,1,5,1,1,2,1,10,76,93,14,4,43801,1,1,1,1,2,2
585,5318.395,15.95246186,5257351060.0,167.62599999999998,4.4639999999999995,2.206,35.726,205.32,2.066,3.602,98.69200000000001,0.0,171.33333333333331,1405.666666666667,2861.0,1,7.992684,5.8156870000000005,7.633769,0.0536332179930796,0.166946778711485,0.0726643598615917,0.0732410611303345,0.5157387018978711,0.293244356566156,1,3,4,5,1,1,2,7,1,1,4,1,2,15,27,6,3,2913,1,1,1,1,2,1
586,8572.412,15.95246186,5257351060.0,167.62599999999998,4.4639999999999995,2.206,35.726,205.32,2.066,3.602,98.69200000000001,0.0,171.33333333333331,1405.666666666667,2861.0,1,0.7756705,6.392367,7.633769,0.0566979733069698,0.30585089650833597,0.130348717026918,0.0919920909540287,0.5510532287781421,0.492897586842224,1,4,4,5,1,1,2,7,1,1,4,1,2,15,27,9,3,2913,1,1,1,1,2,1
589,490.4234,18.8529122,12387551842.0,147.75,9.564,5.466,59.352,296.534,25.22,5.17,39.912,7.0,148.0,1156.0,908.6666666666667,1,1.9855880000000001,6.192948,6.8461669999999994,0.0666666666666667,0.33333333333333304,0.111111111111111,0.155555555555556,0.7650793650793649,0.5111111111111111,1,4,4,4,1,1,2,10,1,1,2,1,2,12,8,1,4,10043,1,1,1,1,2,2
590,39759.25,18.8529122,12387551842.0,147.75,9.564,5.466,59.352,296.534,25.22,5.17,39.912,7.0,148.0,1156.0,908.6666666666667,1,8.27167,6.79403,7.461555000000001,0.23076923076923103,0.384615384615385,0.307692307692308,0.23076923076923103,0.7692307692307689,0.923076923076923,1,4,4,4,1,1,2,10,1,1,2,1,2,12,8,40,4,10043,1,1,1,1,2,2
591,1778167.0,18.8529122,12387551842.0,147.75,9.564,5.466,59.352,296.534,25.22,5.17,39.912,7.0,148.0,1156.0,908.6666666666667,1,20.757170000000002,4.6770510000000005,5.8461669999999994,0.4,0.6,0.4,0.4,1.4,1.4,3,3,3,4,1,1,2,10,1,1,2,1,2,12,8,1779,4,10043,2,2,1,2,3,3
596,4448.5470000000005,18.8529122,12387551842.0,147.75,9.564,5.466,59.352,296.534,25.22,5.17,39.912,7.0,148.0,1156.0,908.6666666666667,1,12.50483,1.330554,4.6153889999999995,0.42857142857142894,1.28571428571429,0.0,0.28571428571428603,0.7142857142857142,1.7142857142857097,2,1,3,4,1,1,2,10,1,1,2,1,2,12,8,5,4,10043,2,3,1,2,2,4
597,4377.544,18.8529122,12387551842.0,147.75,9.564,5.466,59.352,296.534,25.22,5.17,39.912,7.0,148.0,1156.0,908.6666666666667,1,18.48556,2.529299,7.8461669999999994,0.166666666666667,1.5,0.166666666666667,0.166666666666667,0.5,1.8333333333333302,2,2,4,4,1,1,2,10,1,1,2,1,2,12,8,5,4,10043,1,4,1,1,2,4
599,16332.49,18.17372242,10275232762.0,137.78,11.675999999999998,3.404,42.818000000000005,194.416,3.2,0.002,47.931999999999995,11.0,76.66666666666666,660.6666666666666,1081.0,0,10.27042,7.601159,8.962375,0.127821212272732,0.333219852538035,0.244619584960494,0.175822869940517,0.87512197398561,0.703251907269639,2,4,5,4,1,1,2,7,1,1,2,1,1,7,10,17,4,7931,1,1,1,1,2,2
611,3493.059,17.58602478,46145178247.0,182.998,4.86,0.634,32.194,133.73,1.236,0.036000000000000004,51.618,11.0,953.0,7543.666666666666,9382.666666666666,1,9.304022999999999,4.6984330000000005,4.848209,0.25,0.14285714285714302,0.625,0.166666666666667,0.4,1.0,1,3,3,5,1,1,1,5,1,1,2,1,10,76,93,4,4,43801,2,1,2,1,1,3
612,3079.98,17.58602478,46145178247.0,182.998,4.86,0.634,32.194,133.73,1.236,0.036000000000000004,51.618,11.0,953.0,7543.666666666666,9382.666666666666,1,0.0,4.729437,4.848209,0.5,0.3,0.166666666666667,0.0,0.833333333333333,0.916666666666667,1,3,3,5,1,1,1,5,1,1,2,1,10,76,93,4,4,43801,3,1,1,1,2,2
613,3556.078,17.58602478,46145178247.0,182.998,4.86,0.634,32.194,133.73,1.236,0.036000000000000004,51.618,11.0,953.0,7543.666666666666,9382.666666666666,1,4.719743,4.7417110000000005,4.89213,0.25,0.0,0.25,0.0,0.75,0.5,1,3,3,5,1,1,1,5,1,1,2,1,10,76,93,4,4,43801,2,1,1,1,2,2
614,1868.777,17.58602478,46145178247.0,182.998,4.86,0.634,32.194,133.73,1.236,0.036000000000000004,51.618,11.0,953.0,7543.666666666666,9382.666666666666,1,0.0,6.806946000000001,7.78218,0.0625000000000001,0.426827801827802,0.295804504137837,0.24065903232569896,0.87281545614879,0.7851323059656391,1,4,4,5,1,1,1,5,1,1,2,1,10,76,93,2,4,43801,1,1,1,1,2,2
618,157.8953,15.95246186,5257351060.0,167.62599999999998,4.4639999999999995,2.206,35.726,205.32,2.066,3.602,98.69200000000001,0.0,171.33333333333331,1405.666666666667,2861.0,1,11.70956,5.697858,6.646192999999999,0.196778221778222,0.341604229104229,0.339123376623377,0.17921245421245396,0.8840992340992341,0.877505827505828,2,3,4,5,1,1,2,7,1,1,4,1,2,15,27,1,3,2913,1,1,1,1,2,2
622,2585.2670000000003,18.8529122,12387551842.0,147.75,9.564,5.466,59.352,296.534,25.22,5.17,39.912,7.0,148.0,1156.0,908.6666666666667,1,19.27166,6.005495,6.230778,0.22580645161290303,0.580645161290323,0.241935483870968,0.29032258064516103,0.9516129032258069,1.04838709677419,2,4,4,4,1,1,2,10,1,1,2,1,2,12,8,3,4,10043,1,2,1,2,2,3
624,48918.17,18.8529122,12387551842.0,147.75,9.564,5.466,59.352,296.534,25.22,5.17,39.912,7.0,148.0,1156.0,908.6666666666667,1,26.390079999999998,2.795909,4.230778,0.2,0.6,0.0,0.2,0.7,0.8,3,2,3,4,1,1,2,10,1,1,2,1,2,12,8,49,4,10043,1,2,1,1,2,2
627,65379.75,18.8529122,12387551842.0,147.75,9.564,5.466,59.352,296.534,25.22,5.17,39.912,7.0,148.0,1156.0,908.6666666666667,1,72.97054,0.0,3.615389,1.0,1.0,0.0,0.33333333333333304,0.33333333333333304,2.0,8,1,2,4,1,1,2,10,1,1,2,1,2,12,8,66,4,10043,4,3,1,2,1,5
630,23443.38,18.8529122,12387551842.0,147.75,9.564,5.466,59.352,296.534,25.22,5.17,39.912,7.0,148.0,1156.0,908.6666666666667,1,7.995196000000001,2.0195529999999997,4.6153889999999995,0.154761904761905,0.5753968253968249,0.170634920634921,0.416326530612245,0.7380952380952379,0.9007936507936509,1,2,3,4,1,1,2,10,1,1,2,1,2,12,8,24,4,10043,1,2,1,2,2,2
631,4061.5429999999997,18.8529122,12387551842.0,147.75,9.564,5.466,59.352,296.534,25.22,5.17,39.912,7.0,148.0,1156.0,908.6666666666667,1,0.509638,3.798822,6.230778,0.33333333333333304,0.666666666666667,0.0,0.666666666666667,1.33333333333333,1.0,1,2,4,4,1,1,2,10,1,1,2,1,2,12,8,5,4,10043,2,2,1,3,3,3
634,20829.11,7.571098885,911000000000.0,208.43,7.796,6.664,32.066,168.65599999999998,16.816,12.755999999999998,49.786,651.6666666666666,2806.333333333333,17818.0,40241.0,0,45.12056,6.011558,5.908167,0.0841269841269841,0.19030042639065198,0.211069340016708,0.110544217687075,0.596025778732545,0.45873876610718706,5,4,3,6,1,1,1,6,1,1,2,7,28,179,401,21,2,908656,1,1,1,1,2,1
636,73.30638,18.17372242,10275232762.0,137.78,11.675999999999998,3.404,42.818000000000005,194.416,3.2,0.002,47.931999999999995,11.0,76.66666666666666,660.6666666666666,1081.0,0,23.00592,8.304323,8.924749,0.17624819624819602,0.354761904761905,0.277734487734488,0.13349206349206402,0.7613852813852819,0.8087445887445891,3,5,5,4,1,1,2,7,1,1,2,1,1,7,10,1,4,7931,1,1,1,1,2,2
643,6496.4490000000005,17.58602478,46145178247.0,182.998,4.86,0.634,32.194,133.73,1.236,0.036000000000000004,51.618,11.0,953.0,7543.666666666666,9382.666666666666,1,2.758652,4.9557720000000005,5.915062,0.0625,0.0714285714285716,0.0,0.2,0.75,0.125,1,3,3,5,1,1,1,5,1,1,2,1,10,76,93,7,4,43801,1,1,1,1,2,1
644,900.6852,15.95246186,5257351060.0,167.62599999999998,4.4639999999999995,2.206,35.726,205.32,2.066,3.602,98.69200000000001,0.0,171.33333333333331,1405.666666666667,2861.0,1,2.224613,5.995049,7.633613,0.12219746198074401,0.195186180635097,0.24891981083931602,0.11885369532428398,0.9674743098891729,0.566303453455157,1,3,4,5,1,1,2,7,1,1,4,1,2,15,27,1,3,2913,1,1,1,1,2,2
645,4486.5740000000005,15.95246186,5257351060.0,167.62599999999998,4.4639999999999995,2.206,35.726,205.32,2.066,3.602,98.69200000000001,0.0,171.33333333333331,1405.666666666667,2861.0,1,6.016968,6.533154,6.792008999999999,0.0484898205319644,0.250513782290581,0.17204563918049404,0.14762701067048903,0.700458046021957,0.47104924200303994,1,4,4,5,1,1,2,7,1,1,4,1,2,15,27,5,3,2913,1,1,1,1,2,1
649,13708.24,18.8529122,12387551842.0,147.75,9.564,5.466,59.352,296.534,25.22,5.17,39.912,7.0,148.0,1156.0,908.6666666666667,1,20.84818,5.935701,6.8461669999999994,0.0,0.0,0.0,0.0,1.0,0.0,3,3,4,4,1,1,2,10,1,1,2,1,2,12,8,14,4,10043,1,1,1,1,3,1
650,1519.9129999999998,18.8529122,12387551842.0,147.75,9.564,5.466,59.352,296.534,25.22,5.17,39.912,7.0,148.0,1156.0,908.6666666666667,1,27.320009999999996,5.409396,6.230778,0.45454545454545503,0.545454545454545,0.36363636363636404,0.545454545454545,0.818181818181818,1.3636363636363602,3,3,4,4,1,1,2,10,1,1,2,1,2,12,8,2,4,10043,2,2,1,3,2,3
651,3851.6220000000003,18.8529122,12387551842.0,147.75,9.564,5.466,59.352,296.534,25.22,5.17,39.912,7.0,148.0,1156.0,908.6666666666667,1,38.01441,3.4151260000000003,4.6153889999999995,0.0,0.8,0.0,0.2,1.2,0.8,4,2,3,4,1,1,2,10,1,1,2,1,2,12,8,4,4,10043,1,2,1,1,3,2
653,60905.58,18.8529122,12387551842.0,147.75,9.564,5.466,59.352,296.534,25.22,5.17,39.912,7.0,148.0,1156.0,908.6666666666667,1,83.00004,0.0,3.0,0.0,0.4,0.0,0.2,0.4,0.4,9,1,2,4,1,1,2,10,1,1,2,1,2,12,8,61,4,10043,1,1,1,1,1,1
658,4455.005,3.1319118639999997,256000000000.0,131.814,9.244,19.494,77.97800000000001,274.778,27.346,4.788,69.782,203.0,427.0,2067.333333333333,5527.333333333332,1,39.514379999999996,1.574748,4.730658,0.25,0.33333333333333304,0.0,0.5,0.833333333333333,0.583333333333333,4,1,3,3,1,1,3,10,1,1,3,3,5,21,54,5,1,253656,2,1,1,3,2,2
663,247.2958,18.17372242,10275232762.0,137.78,11.675999999999998,3.404,42.818000000000005,194.416,3.2,0.002,47.931999999999995,11.0,76.66666666666666,660.6666666666666,1081.0,0,28.26258,6.224581,7.962375,0.15515873015873002,0.30957468457468396,0.20759564509564501,0.13868538868538902,0.741819291819292,0.67232905982906,3,4,4,4,1,1,2,7,1,1,2,1,1,7,10,1,4,7931,1,1,1,1,2,2
664,14488.76,18.17372242,10275232762.0,137.78,11.675999999999998,3.404,42.818000000000005,194.416,3.2,0.002,47.931999999999995,11.0,76.66666666666666,660.6666666666666,1081.0,0,31.757759999999998,4.1860610000000005,5.962375,0.317099567099567,0.273809523809524,0.3571428571428571,0.18073593073593103,1.01190476190476,0.9480519480519479,4,3,3,4,1,1,2,7,1,1,2,1,1,7,10,15,4,7931,2,1,1,1,3,2
672,1063.001,17.58602478,46145178247.0,182.998,4.86,0.634,32.194,133.73,1.236,0.036000000000000004,51.618,11.0,953.0,7543.666666666666,9382.666666666666,1,2.4806619999999997,4.637658,4.848209,0.3,0.3,0.3,0.5,1.0,0.9,1,3,3,5,1,1,1,5,1,1,2,1,10,76,93,2,4,43801,2,1,1,3,3,2
674,3320.675,17.58602478,46145178247.0,182.998,4.86,0.634,32.194,133.73,1.236,0.036000000000000004,51.618,11.0,953.0,7543.666666666666,9382.666666666666,1,25.198079999999997,4.802116000000001,5.914265,0.170241477272727,0.20416666666666697,0.34285714285714297,0.21021036255411302,0.809077380952381,0.717265286796537,3,3,3,5,1,1,1,5,1,1,2,1,10,76,93,4,4,43801,1,1,1,1,2,2
675,187.7681,15.95246186,5257351060.0,167.62599999999998,4.4639999999999995,2.206,35.726,205.32,2.066,3.602,98.69200000000001,0.0,171.33333333333331,1405.666666666667,2861.0,1,13.6595,3.902807,4.81691,0.25643939393939397,0.183901515151515,0.1375,0.19071969696969698,0.9228354978354979,0.5778409090909089,2,2,3,5,1,1,2,7,1,1,4,1,2,15,27,1,3,2913,2,1,1,1,2,2
676,877.627,15.95246186,5257351060.0,167.62599999999998,4.4639999999999995,2.206,35.726,205.32,2.066,3.602,98.69200000000001,0.0,171.33333333333331,1405.666666666667,2861.0,1,0.0,5.811668,6.647869999999999,0.159335197453365,0.331907106861558,0.23105550025773897,0.19683962528580398,0.7915554012587941,0.7204825107219691,1,3,4,5,1,1,2,7,1,1,4,1,2,15,27,1,3,2913,1,1,1,1,2,2
677,1208.103,15.95246186,5257351060.0,167.62599999999998,4.4639999999999995,2.206,35.726,205.32,2.066,3.602,98.69200000000001,0.0,171.33333333333331,1405.666666666667,2861.0,1,1.499883,5.831571,6.647869999999999,0.217847593582888,0.311982217129276,0.31536159918512896,0.18581932773109197,0.908167812579577,0.8451914098972919,1,3,4,5,1,1,2,7,1,1,4,1,2,15,27,2,3,2913,1,1,1,1,2,2
678,108.5202,15.95246186,5257351060.0,167.62599999999998,4.4639999999999995,2.206,35.726,205.32,2.066,3.602,98.69200000000001,0.0,171.33333333333331,1405.666666666667,2861.0,1,12.058489999999999,5.817744,6.646114999999999,0.14891176470588197,0.24587114845938396,0.33112680456798105,0.199119801766861,0.8195140153963679,0.7259097177332471,2,3,4,5,1,1,2,7,1,1,4,1,2,15,27,1,3,2913,1,1,1,1,2,2
