,PerCapita_GDP_2015,agri_gdp_percentage(AVG from 2011 to 2013),AVG GDP 2011-2013 Constant 2010,Cons_kg.yr Cereals - Excluding Beer,Cons_kg.yr Eggs,"Cons_kg.yr Fish, Seafood",Cons_kg.yr Meat,Cons_kg.yr Milk - Excluding Butter,Cons_kg.yr Nuts_and_Seeds,Cons_kg.yr Pulses,Cons_kg.yr Starchy Roots,"Fish, Seafood",Bovine_Sheep_Pigmeat_Poultry,Milk_Egg,Cereals,Primary_Religion,Travel_time_to_cities,Soil_suit_overall,Soil_suit_cereals,eggs,dairy,meat_fish,nuts_pulses,grains_tubers,animal_source_foods,Travel_time_to_cities_group,Soil_suit_overall_group,Soil_suit_cereals_group,Cons_kg.yr Cereals - Excluding Beer_group,Cons_kg.yr Eggs_group,"Cons_kg.yr Fish, Seafood_group",Cons_kg.yr Meat_group,Cons_kg.yr Milk - Excluding Butter_group,Cons_kg.yr Nuts_and_Seeds_group,Cons_kg.yr Pulses_group,Cons_kg.yr Starchy Roots_group,"Fish, Seafood_group",Bovine_Sheep_Pigmeat_Poultry_group,Milk_Egg_group,Cereals_group,PerCapita_GDP_2015_group,agri_gdp_percentage(AVG from 2011 to 2013)_group,AVG GDP 2011-2013 Constant 2010_group,eggs_group,dairy_group,meat_fish_group,nuts_pulses_group,grains_tubers_group,animal_source_foods_group
33269,246.8098,2.184235529,397000000000.0,178.25400000000002,7.0760000000000005,6.0760000000000005,60.068000000000005,58.56399999999999,2.5380000000000003,2.8819999999999997,32.63,553.6666666666666,2826.666666666667,3814.666666666666,15945.666666666664,0,25.751839999999998,4.811464,5.180159,0.285714285714285,0.285714285714285,0.0,0.0,0.42857142857142894,0.5714285714285721,3,3,3,5,1,1,2,2,1,1,1,6,29,39,158,1,1,394656,2,1,1,1,1,2
33270,11784.21,2.184235529,397000000000.0,178.25400000000002,7.0760000000000005,6.0760000000000005,60.068000000000005,58.56399999999999,2.5380000000000003,2.8819999999999997,32.63,553.6666666666666,2826.666666666667,3814.666666666666,15945.666666666664,0,24.523000000000003,5.248596,5.023184,0.34693877551020397,0.0,0.428571428571428,0.28571428571428603,1.0,0.775510204081634,3,3,3,5,1,1,2,2,1,1,1,6,29,39,158,12,1,394656,2,1,1,2,3,2
33273,18853.99,2.184235529,397000000000.0,178.25400000000002,7.0760000000000005,6.0760000000000005,60.068000000000005,58.56399999999999,2.5380000000000003,2.8819999999999997,32.63,553.6666666666666,2826.666666666667,3814.666666666666,15945.666666666664,0,65.51765999999999,5.899681,6.6382699999999994,0.18181818181818202,0.136363636363636,0.18181818181818202,0.136363636363636,0.954545454545455,0.5,7,3,4,5,1,1,2,2,1,1,1,6,29,39,158,19,1,394656,1,1,1,1,2,2
33278,10205.76,2.184235529,397000000000.0,178.25400000000002,7.0760000000000005,6.0760000000000005,60.068000000000005,58.56399999999999,2.5380000000000003,2.8819999999999997,32.63,553.6666666666666,2826.666666666667,3814.666666666666,15945.666666666664,0,8.742789,5.251251,5.23348,0.0,0.2,0.2,0.2,0.75,0.4,1,3,3,5,1,1,2,2,1,1,1,6,29,39,158,11,1,394656,1,1,1,1,2,1
33279,1205.0739999999998,5.358523764,2641994289.0,229.90599999999998,0.84,0.862,21.674,21.158,0.004,9.527999999999999,51.988,0.0,25.0,42.333333333333336,200.0,0,16.76574,5.033176999999999,5.24196,0.16923076923076902,0.33333333333333304,0.23076923076923103,0.0769230769230769,0.583333333333333,0.707692307692308,2,3,3,7,1,1,1,1,1,1,2,1,1,1,1,2,1,298,1,1,1,1,2,2
33280,1270.286,5.358523764,2641994289.0,229.90599999999998,0.84,0.862,21.674,21.158,0.004,9.527999999999999,51.988,0.0,25.0,42.333333333333336,200.0,0,32.772729999999996,4.626761,6.303604,1.0,0.0,0.0,0.0,0.0,1.0,4,3,4,7,1,1,1,1,1,1,2,1,1,1,1,2,1,298,4,1,1,1,1,3
33288,31211.56,2.184235529,397000000000.0,178.25400000000002,7.0760000000000005,6.0760000000000005,60.068000000000005,58.56399999999999,2.5380000000000003,2.8819999999999997,32.63,553.6666666666666,2826.666666666667,3814.666666666666,15945.666666666664,0,56.96153,5.297961,6.17589,0.0,0.0,0.5,0.0,1.5,0.5,6,3,4,5,1,1,2,2,1,1,1,6,29,39,158,32,1,394656,1,1,2,1,4,2
33289,873.065,2.184235529,397000000000.0,178.25400000000002,7.0760000000000005,6.0760000000000005,60.068000000000005,58.56399999999999,2.5380000000000003,2.8819999999999997,32.63,553.6666666666666,2826.666666666667,3814.666666666666,15945.666666666664,0,35.22732,3.6614150000000003,5.180159,0.23,0.666666666666667,0.3,0.33,0.955555555555555,1.13,4,2,3,5,1,1,2,2,1,1,1,6,29,39,158,1,1,394656,1,2,1,2,2,3
33290,9894.011,2.184235529,397000000000.0,178.25400000000002,7.0760000000000005,6.0760000000000005,60.068000000000005,58.56399999999999,2.5380000000000003,2.8819999999999997,32.63,553.6666666666666,2826.666666666667,3814.666666666666,15945.666666666664,0,37.772690000000004,1.95733,4.395075,0.1,0.2,0.0,0.2,0.3,0.3,4,1,3,5,1,1,2,2,1,1,1,6,29,39,158,10,1,394656,1,1,1,1,1,1
33291,4760.831,2.184235529,397000000000.0,178.25400000000002,7.0760000000000005,6.0760000000000005,60.068000000000005,58.56399999999999,2.5380000000000003,2.8819999999999997,32.63,553.6666666666666,2826.666666666667,3814.666666666666,15945.666666666664,0,26.26127,2.772688,4.238101,0.166666666666667,0.166666666666667,0.0,0.166666666666667,0.5,0.33333333333333304,3,2,3,5,1,1,2,2,1,1,1,6,29,39,158,5,1,394656,1,1,1,1,2,1
33292,1276.769,5.358523764,2641994289.0,229.90599999999998,0.84,0.862,21.674,21.158,0.004,9.527999999999999,51.988,0.0,25.0,42.333333333333336,200.0,0,24.48705,5.949804,6.150261,0.0,0.166666666666667,0.33333333333333304,0.0,0.2,0.5,3,3,4,7,1,1,1,1,1,1,2,1,1,1,1,2,1,298,1,1,1,1,1,2
33293,3762919.0,5.358523764,2641994289.0,229.90599999999998,0.84,0.862,21.674,21.158,0.004,9.527999999999999,51.988,0.0,25.0,42.333333333333336,200.0,0,23.50999,4.893375,5.151802,0.3529411764705879,0.38235294117647106,0.32773109243697496,0.21875,0.870535714285715,1.06302521008403,3,3,3,7,1,1,1,1,1,1,2,1,1,1,1,3763,1,298,2,1,1,1,2,3
33297,12805.17,2.184235529,397000000000.0,178.25400000000002,7.0760000000000005,6.0760000000000005,60.068000000000005,58.56399999999999,2.5380000000000003,2.8819999999999997,32.63,553.6666666666666,2826.666666666667,3814.666666666666,15945.666666666664,0,0.0,5.191455,5.993533,0.208333333333333,0.4166666666666671,0.108333333333333,0.0416666666666666,0.8,0.733333333333333,1,3,3,5,1,1,2,2,1,1,1,6,29,39,158,13,1,394656,1,1,1,1,2,2
33298,15482.74,2.184235529,397000000000.0,178.25400000000002,7.0760000000000005,6.0760000000000005,60.068000000000005,58.56399999999999,2.5380000000000003,2.8819999999999997,32.63,553.6666666666666,2826.666666666667,3814.666666666666,15945.666666666664,0,22.06504,5.707545,6.063835,0.25,0.5,0.25,0.0,0.5,1.0,3,3,4,5,1,1,2,2,1,1,1,6,29,39,158,16,1,394656,2,2,1,1,2,3
33299,9779.155999999999,2.184235529,397000000000.0,178.25400000000002,7.0760000000000005,6.0760000000000005,60.068000000000005,58.56399999999999,2.5380000000000003,2.8819999999999997,32.63,553.6666666666666,2826.666666666667,3814.666666666666,15945.666666666664,0,45.24342,5.685423,6.018915,0.5,2.0,0.0,0.0,0.5,2.5,5,3,4,5,1,1,2,2,1,1,1,6,29,39,158,10,1,394656,3,5,1,1,2,6
33302,2218.567,2.184235529,397000000000.0,178.25400000000002,7.0760000000000005,6.0760000000000005,60.068000000000005,58.56399999999999,2.5380000000000003,2.8819999999999997,32.63,553.6666666666666,2826.666666666667,3814.666666666666,15945.666666666664,0,24.76716,4.488179,5.023184,0.137254901960784,0.11764705882353,0.137254901960784,0.0625,0.625,0.3921568627450979,3,3,3,5,1,1,2,2,1,1,1,6,29,39,158,3,1,394656,1,1,1,1,2,1
33303,3333.665,5.358523764,2641994289.0,229.90599999999998,0.84,0.862,21.674,21.158,0.004,9.527999999999999,51.988,0.0,25.0,42.333333333333336,200.0,0,33.26569,4.341061,5.24196,0.125,0.375,0.0,0.5,0.625,0.5,4,3,3,7,1,1,1,1,1,1,2,1,1,1,1,4,1,298,1,1,1,3,2,2
33304,3793.498,5.358523764,2641994289.0,229.90599999999998,0.84,0.862,21.674,21.158,0.004,9.527999999999999,51.988,0.0,25.0,42.333333333333336,200.0,0,47.0085,4.905614,6.150261,0.0,0.111111111111111,0.3,0.111111111111111,0.5,0.4,5,3,4,7,1,1,1,1,1,1,2,1,1,1,1,4,1,298,1,1,1,1,2,1
33305,866.2126,5.358523764,2641994289.0,229.90599999999998,0.84,0.862,21.674,21.158,0.004,9.527999999999999,51.988,0.0,25.0,42.333333333333336,200.0,0,38.98557,6.0692900000000005,6.150261,0.0,0.375,0.0,0.0,0.659090909090909,0.375,4,4,4,7,1,1,1,1,1,1,2,1,1,1,1,1,1,298,1,1,1,1,2,1
33306,5026.6759999999995,5.358523764,2641994289.0,229.90599999999998,0.84,0.862,21.674,21.158,0.004,9.527999999999999,51.988,0.0,25.0,42.333333333333336,200.0,0,40.25127,5.071308,5.151802,0.166666666666667,0.0,0.0,0.166666666666667,0.33333333333333304,0.166666666666667,5,3,3,7,1,1,1,1,1,1,2,1,1,1,1,6,1,298,1,1,1,1,1,1
33313,6214.139,2.184235529,397000000000.0,178.25400000000002,7.0760000000000005,6.0760000000000005,60.068000000000005,58.56399999999999,2.5380000000000003,2.8819999999999997,32.63,553.6666666666666,2826.666666666667,3814.666666666666,15945.666666666664,0,49.548,4.026035,5.0240800000000005,0.0,0.0,0.0,0.2,0.6,0.0,5,3,3,5,1,1,2,2,1,1,1,6,29,39,158,7,1,394656,1,1,1,1,2,1
33314,2408.694,2.184235529,397000000000.0,178.25400000000002,7.0760000000000005,6.0760000000000005,60.068000000000005,58.56399999999999,2.5380000000000003,2.8819999999999997,32.63,553.6666666666666,2826.666666666667,3814.666666666666,15945.666666666664,0,19.98115,6.419821,6.667066999999999,0.0,0.0,0.0,0.0,0.25,0.0,2,4,4,5,1,1,2,2,1,1,1,6,29,39,158,3,1,394656,1,1,1,1,1,1
33315,20862.44,2.184235529,397000000000.0,178.25400000000002,7.0760000000000005,6.0760000000000005,60.068000000000005,58.56399999999999,2.5380000000000003,2.8819999999999997,32.63,553.6666666666666,2826.666666666667,3814.666666666666,15945.666666666664,0,1.488653,5.231264,5.208449,0.0,0.2,0.0,0.0,1.0,0.2,1,3,3,5,1,1,2,2,1,1,1,6,29,39,158,21,1,394656,1,1,1,1,3,1
33316,163001.2,2.184235529,397000000000.0,178.25400000000002,7.0760000000000005,6.0760000000000005,60.068000000000005,58.56399999999999,2.5380000000000003,2.8819999999999997,32.63,553.6666666666666,2826.666666666667,3814.666666666666,15945.666666666664,0,2.264129,5.474035,5.993533,0.5,0.5,0.0,0.0,1.5,1.0,1,3,3,5,1,1,2,2,1,1,1,6,29,39,158,164,1,394656,3,2,1,1,4,3
33317,5028.375,2.184235529,397000000000.0,178.25400000000002,7.0760000000000005,6.0760000000000005,60.068000000000005,58.56399999999999,2.5380000000000003,2.8819999999999997,32.63,553.6666666666666,2826.666666666667,3814.666666666666,15945.666666666664,0,24.43424,5.650629,5.993533,0.125,0.625,0.0,0.0,0.875,0.75,3,3,3,5,1,1,2,2,1,1,1,6,29,39,158,6,1,394656,1,2,1,1,2,2
33318,111.0151,2.184235529,397000000000.0,178.25400000000002,7.0760000000000005,6.0760000000000005,60.068000000000005,58.56399999999999,2.5380000000000003,2.8819999999999997,32.63,553.6666666666666,2826.666666666667,3814.666666666666,15945.666666666664,0,0.0,5.6878779999999995,6.00211,0.25,0.75,0.0,0.0,0.75,1.0,1,3,4,5,1,1,2,2,1,1,1,6,29,39,158,1,1,394656,2,2,1,1,2,3
33319,24684.85,2.184235529,397000000000.0,178.25400000000002,7.0760000000000005,6.0760000000000005,60.068000000000005,58.56399999999999,2.5380000000000003,2.8819999999999997,32.63,553.6666666666666,2826.666666666667,3814.666666666666,15945.666666666664,0,31.737240000000003,5.116907,5.22543,0.18181818181818202,0.29545454545454497,0.0227272727272727,0.14285714285714302,0.761904761904763,0.5,4,3,3,5,1,1,2,2,1,1,1,6,29,39,158,25,1,394656,1,1,1,1,2,2
33320,410.9983,2.184235529,397000000000.0,178.25400000000002,7.0760000000000005,6.0760000000000005,60.068000000000005,58.56399999999999,2.5380000000000003,2.8819999999999997,32.63,553.6666666666666,2826.666666666667,3814.666666666666,15945.666666666664,0,39.02622,4.461167,5.2252540000000005,0.1625,0.319802188552188,0.10810185185185199,0.24867424242424202,0.8519430760810072,0.565870949074074,4,3,3,5,1,1,2,2,1,1,1,6,29,39,158,1,1,394656,1,1,1,1,2,2
33321,2145.849,2.184235529,397000000000.0,178.25400000000002,7.0760000000000005,6.0760000000000005,60.068000000000005,58.56399999999999,2.5380000000000003,2.8819999999999997,32.63,553.6666666666666,2826.666666666667,3814.666666666666,15945.666666666664,0,10.011439999999999,2.267823,4.395075,0.23809523809523803,0.0714285714285713,0.166666666666667,0.0,0.666666666666667,0.47619047619047605,2,2,3,5,1,1,2,2,1,1,1,6,29,39,158,3,1,394656,1,1,1,1,2,1
33322,2022.058,5.358523764,2641994289.0,229.90599999999998,0.84,0.862,21.674,21.158,0.004,9.527999999999999,51.988,0.0,25.0,42.333333333333336,200.0,0,39.26569,5.923630999999999,6.150261,0.0,0.25,0.0,0.0,0.0,0.25,4,3,4,7,1,1,1,1,1,1,2,1,1,1,1,3,1,298,1,1,1,1,1,1
33328,1905.221,5.358523764,2641994289.0,229.90599999999998,0.84,0.862,21.674,21.158,0.004,9.527999999999999,51.988,0.0,25.0,42.333333333333336,200.0,0,150.0101,0.5602105,2.311451,0.0,0.4523809523809529,0.166666666666667,0.0952380952380953,0.833333333333333,0.6190476190476191,16,1,2,7,1,1,1,1,1,1,2,1,1,1,1,2,1,298,1,1,1,1,2,2
33330,99775.36,5.358523764,2641994289.0,229.90599999999998,0.84,0.862,21.674,21.158,0.004,9.527999999999999,51.988,0.0,25.0,42.333333333333336,200.0,0,200.37599999999998,0.0,2.207634,0.24444444444444396,0.266666666666667,0.155555555555555,0.155555555555556,1.08888888888889,0.666666666666667,21,1,2,7,1,1,1,1,1,1,2,1,1,1,1,100,1,298,1,1,1,1,3,2
33333,4757.689,2.184235529,397000000000.0,178.25400000000002,7.0760000000000005,6.0760000000000005,60.068000000000005,58.56399999999999,2.5380000000000003,2.8819999999999997,32.63,553.6666666666666,2826.666666666667,3814.666666666666,15945.666666666664,0,22.49407,5.666673,5.993533,0.0,0.75,0.25,0.0,1.0,1.0,3,3,3,5,1,1,2,2,1,1,1,6,29,39,158,5,1,394656,1,2,1,1,3,3
33334,16729.07,2.184235529,397000000000.0,178.25400000000002,7.0760000000000005,6.0760000000000005,60.068000000000005,58.56399999999999,2.5380000000000003,2.8819999999999997,32.63,553.6666666666666,2826.666666666667,3814.666666666666,15945.666666666664,0,44.667590000000004,5.504343,6.220809,0.31578947368421,0.578947368421053,0.39473684210526294,0.2,0.866666666666667,1.28947368421053,5,3,4,5,1,1,2,2,1,1,1,6,29,39,158,17,1,394656,2,2,1,1,2,3
33336,2702.8959999999997,5.358523764,2641994289.0,229.90599999999998,0.84,0.862,21.674,21.158,0.004,9.527999999999999,51.988,0.0,25.0,42.333333333333336,200.0,0,0.0,5.174104,5.24196,0.355519480519481,0.478084415584415,0.37012987012987003,0.17370129870129802,0.7191558441558441,1.20373376623377,1,3,3,7,1,1,1,1,1,1,2,1,1,1,1,3,1,298,2,1,1,1,2,3
33344,1449.4520000000002,5.358523764,2641994289.0,229.90599999999998,0.84,0.862,21.674,21.158,0.004,9.527999999999999,51.988,0.0,25.0,42.333333333333336,200.0,0,170.7557,0.666743,2.311451,0.22857142857142804,0.48571428571428604,0.304761904761905,0.0238095238095238,0.64965986394558,1.01904761904762,18,1,2,7,1,1,1,1,1,1,2,1,1,1,1,2,1,298,1,1,1,1,2,3
33346,1702.711,5.358523764,2641994289.0,229.90599999999998,0.84,0.862,21.674,21.158,0.004,9.527999999999999,51.988,0.0,25.0,42.333333333333336,200.0,0,0.9885719999999999,1.420654,4.2435,0.307142857142857,0.45,0.23571428571428601,0.42857142857142894,1.16428571428571,0.992857142857143,1,1,3,7,1,1,1,1,1,1,2,1,1,1,1,2,1,298,2,1,1,2,3,2
33347,2705.336,5.358523764,2641994289.0,229.90599999999998,0.84,0.862,21.674,21.158,0.004,9.527999999999999,51.988,0.0,25.0,42.333333333333336,200.0,0,0.0,4.920380000000001,5.24196,0.0,0.33333333333333304,0.33333333333333304,0.33333333333333304,1.0,0.666666666666667,1,3,3,7,1,1,1,1,1,1,2,1,1,1,1,3,1,298,1,1,1,2,3,2
33348,1299.9289999999999,5.358523764,2641994289.0,229.90599999999998,0.84,0.862,21.674,21.158,0.004,9.527999999999999,51.988,0.0,25.0,42.333333333333336,200.0,0,11.49559,5.225804,5.24196,0.185185185185185,0.23529411764705901,0.277777777777778,0.0555555555555556,1.03703703703704,0.6851851851851851,2,3,3,7,1,1,1,1,1,1,2,1,1,1,1,2,1,298,1,1,1,1,3,2
33349,132093.7,5.358523764,2641994289.0,229.90599999999998,0.84,0.862,21.674,21.158,0.004,9.527999999999999,51.988,0.0,25.0,42.333333333333336,200.0,0,30.7742,2.7272819999999998,4.2435,0.245614035087719,0.222222222222222,0.33333333333333304,0.151315789473684,0.816666666666667,0.8011695906432751,4,2,3,7,1,1,1,1,1,1,2,1,1,1,1,133,1,298,1,1,1,1,2,2
33359,1591.731,5.358523764,2641994289.0,229.90599999999998,0.84,0.862,21.674,21.158,0.004,9.527999999999999,51.988,0.0,25.0,42.333333333333336,200.0,0,49.60608,1.499142,4.2435,0.32142857142857106,0.28571428571428603,0.178571428571429,0.28571428571428603,1.0,0.75,5,1,3,7,1,1,1,1,1,1,2,1,1,1,1,2,1,298,2,1,1,2,3,2
33360,10408.88,5.358523764,2641994289.0,229.90599999999998,0.84,0.862,21.674,21.158,0.004,9.527999999999999,51.988,0.0,25.0,42.333333333333336,200.0,0,18.7002,1.251314,4.2435,0.0,0.25,0.0,0.25,0.75,0.25,2,1,3,7,1,1,1,1,1,1,2,1,1,1,1,11,1,298,1,1,1,2,2,1
33362,6479.201,5.358523764,2641994289.0,229.90599999999998,0.84,0.862,21.674,21.158,0.004,9.527999999999999,51.988,0.0,25.0,42.333333333333336,200.0,0,24.01701,4.3881440000000005,4.9984589999999995,0.0,0.0,0.0,0.0,1.0,0.0,3,3,3,7,1,1,1,1,1,1,2,1,1,1,1,7,1,298,1,1,1,1,3,1
33363,6418.619000000001,5.358523764,2641994289.0,229.90599999999998,0.84,0.862,21.674,21.158,0.004,9.527999999999999,51.988,0.0,25.0,42.333333333333336,200.0,0,38.29373,3.917494,4.9984589999999995,0.2,0.2,0.0,0.6,0.4,0.4,4,2,3,7,1,1,1,1,1,1,2,1,1,1,1,7,1,298,1,1,1,3,1,1
33367,6281.639,5.358523764,2641994289.0,229.90599999999998,0.84,0.862,21.674,21.158,0.004,9.527999999999999,51.988,0.0,25.0,42.333333333333336,200.0,0,136.529,0.0,2.207634,0.107142857142857,0.307692307692308,0.17857142857142802,0.111111111111111,0.615384615384615,0.5714285714285711,14,1,2,7,1,1,1,1,1,1,2,1,1,1,1,7,1,298,1,1,1,1,2,2
33373,2598.231,2.184235529,397000000000.0,178.25400000000002,7.0760000000000005,6.0760000000000005,60.068000000000005,58.56399999999999,2.5380000000000003,2.8819999999999997,32.63,553.6666666666666,2826.666666666667,3814.666666666666,15945.666666666664,0,47.19198,3.5469160000000004,5.97382,0.6,0.6,0.2,0.2,1.2,1.4,5,2,3,5,1,1,2,2,1,1,1,6,29,39,158,3,1,394656,3,2,1,1,3,3
33378,6604.934,5.358523764,2641994289.0,229.90599999999998,0.84,0.862,21.674,21.158,0.004,9.527999999999999,51.988,0.0,25.0,42.333333333333336,200.0,0,42.002590000000005,2.175438,4.396843,0.0,0.2,0.0,0.0,0.6,0.2,5,2,3,7,1,1,1,1,1,1,2,1,1,1,1,7,1,298,1,1,1,1,2,1
33379,420.7845,5.358523764,2641994289.0,229.90599999999998,0.84,0.862,21.674,21.158,0.004,9.527999999999999,51.988,0.0,25.0,42.333333333333336,200.0,0,31.72585,1.372947,4.487001,0.111111111111111,0.33333333333333304,0.0,0.111111111111111,0.8888888888888891,0.444444444444444,4,1,3,7,1,1,1,1,1,1,2,1,1,1,1,1,1,298,1,1,1,1,2,1
33381,13150.58,5.358523764,2641994289.0,229.90599999999998,0.84,0.862,21.674,21.158,0.004,9.527999999999999,51.988,0.0,25.0,42.333333333333336,200.0,0,35.81105,4.067387999999999,4.9984589999999995,0.28571428571428603,0.0,0.0,0.14285714285714302,0.7142857142857142,0.28571428571428603,4,3,3,7,1,1,1,1,1,1,2,1,1,1,1,14,1,298,2,1,1,1,2,1
33387,9670.202,2.184235529,397000000000.0,178.25400000000002,7.0760000000000005,6.0760000000000005,60.068000000000005,58.56399999999999,2.5380000000000003,2.8819999999999997,32.63,553.6666666666666,2826.666666666667,3814.666666666666,15945.666666666664,0,5.245669,5.812898000000001,6.018915,0.0,0.0,0.0,1.0,1.0,0.0,1,3,4,5,1,1,2,2,1,1,1,6,29,39,158,10,1,394656,1,1,1,4,3,1
33391,1087.137,5.358523764,2641994289.0,229.90599999999998,0.84,0.862,21.674,21.158,0.004,9.527999999999999,51.988,0.0,25.0,42.333333333333336,200.0,0,106.382,5.101743,5.24196,0.5,0.833333333333333,0.3125,0.375,0.857142857142857,1.375,11,3,3,7,1,1,1,1,1,1,2,1,1,1,1,2,1,298,3,2,1,2,2,3
33392,2544.339,5.358523764,2641994289.0,229.90599999999998,0.84,0.862,21.674,21.158,0.004,9.527999999999999,51.988,0.0,25.0,42.333333333333336,200.0,0,74.48156999999999,5.380348000000001,5.48546,0.0,0.0,0.33333333333333304,0.0,0.5,0.33333333333333304,8,3,3,7,1,1,1,1,1,1,2,1,1,1,1,3,1,298,1,1,1,1,2,1
33393,5816.132,5.358523764,2641994289.0,229.90599999999998,0.84,0.862,21.674,21.158,0.004,9.527999999999999,51.988,0.0,25.0,42.333333333333336,200.0,0,71.2528,5.294304,5.2435,0.33333333333333304,0.0,0.0,0.0,0.666666666666667,0.33333333333333304,8,3,3,7,1,1,1,1,1,1,2,1,1,1,1,6,1,298,2,1,1,1,2,1
33394,5812.213000000001,5.358523764,2641994289.0,229.90599999999998,0.84,0.862,21.674,21.158,0.004,9.527999999999999,51.988,0.0,25.0,42.333333333333336,200.0,0,54.997080000000004,2.715794,4.2435,0.0,0.125,0.153846153846154,0.23076923076923103,0.708333333333333,0.269230769230769,6,2,3,7,1,1,1,1,1,1,2,1,1,1,1,6,1,298,1,1,1,1,2,1
33395,15874.9,5.358523764,2641994289.0,229.90599999999998,0.84,0.862,21.674,21.158,0.004,9.527999999999999,51.988,0.0,25.0,42.333333333333336,200.0,0,38.73987,2.647449,4.2435,0.666666666666667,1.0,0.666666666666667,0.666666666666667,1.6666666666666698,2.3333333333333304,4,2,3,7,1,1,1,1,1,1,2,1,1,1,1,16,1,298,3,3,2,3,4,5
33396,227573.6,5.358523764,2641994289.0,229.90599999999998,0.84,0.862,21.674,21.158,0.004,9.527999999999999,51.988,0.0,25.0,42.333333333333336,200.0,0,51.74136,3.923774,4.9984589999999995,0.33333333333333304,0.33333333333333304,0.33333333333333304,0.33333333333333304,1.0,1.0,6,2,3,7,1,1,1,1,1,1,2,1,1,1,1,228,1,298,2,1,1,2,3,3
33400,14992.7,2.184235529,397000000000.0,178.25400000000002,7.0760000000000005,6.0760000000000005,60.068000000000005,58.56399999999999,2.5380000000000003,2.8819999999999997,32.63,553.6666666666666,2826.666666666667,3814.666666666666,15945.666666666664,0,2.482699,5.139576,5.023184,0.2,0.8,0.0,0.1,0.9,1.0,1,3,3,5,1,1,2,2,1,1,1,6,29,39,158,15,1,394656,1,2,1,1,2,3
33402,3951.928,2.184235529,397000000000.0,178.25400000000002,7.0760000000000005,6.0760000000000005,60.068000000000005,58.56399999999999,2.5380000000000003,2.8819999999999997,32.63,553.6666666666666,2826.666666666667,3814.666666666666,15945.666666666664,0,13.722489999999999,1.568873,3.974307,0.0,0.5,0.0,0.25,0.5,0.5,2,1,2,5,1,1,2,2,1,1,1,6,29,39,158,4,1,394656,1,2,1,2,2,2
33405,1066.2269999999999,5.358523764,2641994289.0,229.90599999999998,0.84,0.862,21.674,21.158,0.004,9.527999999999999,51.988,0.0,25.0,42.333333333333336,200.0,0,71.24283,5.324744,5.395302,0.115384615384615,0.4166666666666671,0.0769230769230768,0.125,0.833333333333333,0.576923076923077,8,3,3,7,1,1,1,1,1,1,2,1,1,1,1,2,1,298,1,1,1,1,2,2
33407,2745.256,5.358523764,2641994289.0,229.90599999999998,0.84,0.862,21.674,21.158,0.004,9.527999999999999,51.988,0.0,25.0,42.333333333333336,200.0,0,42.26274,4.558294999999999,4.9984589999999995,0.6,0.2,0.0,0.4,1.4,0.8,5,3,3,7,1,1,1,1,1,1,2,1,1,1,1,3,1,298,3,1,1,2,3,2
33408,5710.523,5.358523764,2641994289.0,229.90599999999998,0.84,0.862,21.674,21.158,0.004,9.527999999999999,51.988,0.0,25.0,42.333333333333336,200.0,0,60.0056,4.728608,4.9984589999999995,0.25,0.0,0.375,0.125,0.75,0.625,7,3,3,7,1,1,1,1,1,1,2,1,1,1,1,6,1,298,2,1,1,1,2,2
33413,3131.5429999999997,2.184235529,397000000000.0,178.25400000000002,7.0760000000000005,6.0760000000000005,60.068000000000005,58.56399999999999,2.5380000000000003,2.8819999999999997,32.63,553.6666666666666,2826.666666666667,3814.666666666666,15945.666666666664,0,14.00291,4.092143,5.816669,0.0,0.5,0.0,0.0,0.0,0.5,2,3,3,5,1,1,2,2,1,1,1,6,29,39,158,4,1,394656,1,2,1,1,1,2
33414,19776.71,2.184235529,397000000000.0,178.25400000000002,7.0760000000000005,6.0760000000000005,60.068000000000005,58.56399999999999,2.5380000000000003,2.8819999999999997,32.63,553.6666666666666,2826.666666666667,3814.666666666666,15945.666666666664,0,9.236983,3.955201,4.804309,0.0,0.0,0.0,0.0,0.0,0.0,1,2,3,5,1,1,2,2,1,1,1,6,29,39,158,20,1,394656,1,1,1,1,1,1
33415,5706.789000000001,2.184235529,397000000000.0,178.25400000000002,7.0760000000000005,6.0760000000000005,60.068000000000005,58.56399999999999,2.5380000000000003,2.8819999999999997,32.63,553.6666666666666,2826.666666666667,3814.666666666666,15945.666666666664,0,0.0,5.400029,5.791462999999999,0.38461538461538397,0.7692307692307689,0.23076923076923103,0.0769230769230771,0.7307692307692311,1.38461538461538,1,3,3,5,1,1,2,2,1,1,1,6,29,39,158,6,1,394656,2,2,1,1,2,3
33417,160883.4,5.358523764,2641994289.0,229.90599999999998,0.84,0.862,21.674,21.158,0.004,9.527999999999999,51.988,0.0,25.0,42.333333333333336,200.0,0,60.9857,4.764104,5.2435,0.0,0.5,0.0,0.666666666666667,0.5,0.33333333333333304,7,3,3,7,1,1,1,1,1,1,2,1,1,1,1,161,1,298,1,2,1,3,2,1
33418,6415.451,5.358523764,2641994289.0,229.90599999999998,0.84,0.862,21.674,21.158,0.004,9.527999999999999,51.988,0.0,25.0,42.333333333333336,200.0,0,65.75137,3.4723339999999996,4.9984589999999995,0.0,0.0,0.0,0.0,0.25,0.0,7,2,3,7,1,1,1,1,1,1,2,1,1,1,1,7,1,298,1,1,1,1,1,1
